,s2_id,s2_token,num,name,lat,lng,encounter_ms,disppear_ms,zip code
43,-9182909245522182000,808fc0b1b47,25,Pikachu,37.5305949187783,-121.979702756426,1469522196700,1469521688074,94538
44,-9182911096653087000,808fbf02ed1,25,Pikachu,37.536820126403896,-122.036731532482,1469522283076,1469521688693,94560
45,-9182910658566423000,808fbf68ddf,25,Pikachu,37.5382780205398,-122.006621917192,1469521821596,1469521688863,94536
46,-9182909202572509000,808fc0bbee9,25,Pikachu,37.5380727282791,-121.97677056674802,1469522557860,1469521688884,94538
47,-9182911859009782000,808fbe51111,25,Pikachu,37.5483569872306,-122.045878234295,1469521919684,1469521689924,94555
48,-9182909000709046000,808fc0eaf7b,25,Pikachu,37.5481804932949,-121.967351487251,1469522185900,1469521689979,94538
49,-9182911955646546000,808fbe3ac81,25,Pikachu,37.568557384706004,-122.051117260914,1469522319108,1469521692217,94555
50,-9182911955646546000,808fbe3ac81,25,Pikachu,37.568557384706004,-122.051117260914,1469522319108,1469521692328,94555
51,-9182909520400089000,808fc071d6f,25,Pikachu,37.5737497941046,-121.981657505935,1469522443868,1469521692932,94536
52,-9182956236759368000,808f95f4c33,25,Pikachu,37.5783707783492,-122.062216059788,1469522138860,1469521693345,94587
53,-9182956236759368000,808f95f4c33,25,Pikachu,37.5783707783492,-122.062216059788,1469522138860,1469521693347,94587
54,-9182912020071055000,808fbe2bb7d,25,Pikachu,37.5784237048099,-122.04250381240801,1469521891924,1469521693366,94555
55,-9182912020071055000,808fbe2bb7d,25,Pikachu,37.5784237048099,-122.04250381240801,1469521891924,1469521693365,94555
56,-9182956256086721000,808f95f0449,25,Pikachu,37.5807079518041,-122.07056160977699,-1,1469521693667,94587
57,-9182956256086721000,808f95f0449,25,Pikachu,37.5807079518041,-122.07056160977699,-1,1469521693665,94587
58,-9182956243201819000,808f95f34ed,25,Pikachu,37.58120503272411,-122.061505770605,1469522313748,1469521693681,94555
59,-9182910151760282000,808fbfdeb85,25,Pikachu,37.5842873107693,-122.020389881752,1469522424500,1469521694034,
60,-9182910151760282000,808fbfdeb85,25,Pikachu,37.5842873107693,-122.020389881752,1469522424500,1469521694034,
61,-9182956288298975000,808f95e8997,25,Pikachu,37.5882361163574,-122.071893287135,1469522334652,1469521694477,94587
62,-9182955669823685000,808f9678dbb,25,Pikachu,37.6008399821233,-122.08609682872499,1469522429388,1469521695937,94587
63,-9182955573186920000,808f968f0df,25,Pikachu,37.609775340099795,-122.096837021366,1469522130012,1469521696881,94545
64,-9182915576303976000,808fbaef9ab,25,Pikachu,37.4256882036333,-122.142714925776,1469526562252,1469525707475,94036
65,-9182915576303976000,808fbaef9ab,25,Pikachu,37.4256882036333,-122.142714925776,1469526562252,1469525707480,94036
66,-9182915312163488000,808fbb2d3b7,25,Pikachu,37.4344555713423,-122.17358500605101,-1,1469525709021,94301
67,-9182915312163488000,808fbb2d3b7,25,Pikachu,37.4344555713423,-122.17358500605101,-1,1469525709197,94301
68,-9182915237001560000,808fbb3ecf9,25,Pikachu,37.4476842293067,-122.156909165535,1469526197764,1469525711755,94301-2019
69,-9182915237001560000,808fbb3ecf9,25,Pikachu,37.4476842293067,-122.156909165535,1469526197764,1469525711845,94301-2019
70,-9182915237001560000,808fbb3ecf9,25,Pikachu,37.4476842293067,-122.156909165535,1469526197764,1469525711934,94301-2019
71,-9182915163987116000,808fbb4fad1,25,Pikachu,37.455725322457496,-122.165957016831,1469525753188,1469525713466,515
72,-9182915163987116000,808fbb4fad1,25,Pikachu,37.455725322457496,-122.165957016831,1469525753188,1469525713475,515
73,-9182915209084273000,808fbb45723,25,Pikachu,37.4568832764282,-122.162142819332,1469526155468,1469525713650,515
74,-9182915209084273000,808fbb45723,25,Pikachu,37.4568832764282,-122.162142819332,1469526155468,1469525713662,515
75,-9182915209084273000,808fbb45723,25,Pikachu,37.4568832764282,-122.162142819332,1469526155468,1469525713657,515
76,-9182915209084273000,808fbb45723,25,Pikachu,37.4568832764282,-122.162142819332,1469526155468,1469525713944,515
77,-9182915041580548000,808fbb6c1a7,25,Pikachu,37.4585524050022,-122.14528777048099,1469526052540,1469525714124,515
78,-9182915041580548000,808fbb6c1a7,25,Pikachu,37.4585524050022,-122.14528777048099,1469526052540,1469525714124,515
79,-9182942845051339000,808fa222c39,25,Pikachu,37.495969517447904,-122.255152818065,1469525892324,1469525737106,94070
80,-9182942735529673000,808fa23c3c7,25,Pikachu,37.496031228849795,-122.249303285105,1469526129116,1469525737112,94070
81,-9182942845051339000,808fa222c39,25,Pikachu,37.495969517447904,-122.255152818065,1469525892324,1469525737233,94070
82,-9182942845051339000,808fa222c39,25,Pikachu,37.495969517447904,-122.255152818065,1469525892324,1469525737285,94070
83,-9182941335370334000,808fa382451,25,Pikachu,37.4566651793144,-122.222001226955,1469526520100,1469525756521,94061
84,-9182941515758961000,808fa358523,25,Pikachu,37.4625947137865,-122.18821858582899,1469526228940,1469525790343,94025
85,-9182941515758961000,808fa358523,25,Pikachu,37.4625947137865,-122.18821858582899,1469526228940,1469525790333,94025
86,-9182941455629418000,808fa3665e7,25,Pikachu,37.4638951603047,-122.20143143783999,1469525840348,1469525790755,94027
87,-9182941455629418000,808fa3665e7,25,Pikachu,37.4638951603047,-122.20143143783999,1469525840348,1469525790756,94027
88,-9182941455629418000,808fa3665e7,25,Pikachu,37.4638951603047,-122.20143143783999,1469525840348,1469525791001,94027
89,-9182941210816283000,808fa39f797,25,Pikachu,37.468593231203705,-122.22315372751801,-1,1469525791647,94061
90,-9182941547971215000,808fa350891,25,Pikachu,37.468432501738,-122.185025974844,1469526129220,1469525791723,94025
91,-9182941547971215000,808fa350891,25,Pikachu,37.468432501738,-122.185025974844,1469526129220,1469525791727,94025
92,-9182941210816283000,808fa39f797,25,Pikachu,37.468593231203705,-122.22315372751801,-1,1469525791827,94061
93,-9182941210816283000,808fa39f797,25,Pikachu,37.468593231203705,-122.22315372751801,-1,1469525791826,94061
94,-9182941547971215000,808fa350891,25,Pikachu,37.468432501738,-122.185025974844,1469526129220,1469525791933,94025
95,-9182941191488930000,808fa3a3b33,25,Pikachu,37.4700889425246,-122.22758630626998,1469526563500,1469525792221,94061
96,-9182941442744517000,808fa369509,25,Pikachu,37.470139825336204,-122.20231814814,1469526037924,1469525792256,94027
97,-9182941191488930000,808fa3a3b33,25,Pikachu,37.4700889425246,-122.22758630626998,1469526563500,1469525792466,94061
98,-9182941612395725000,808fa341cbd,25,Pikachu,37.4745727768578,-122.196111022032,1469526251220,1469525793570,94027
99,-9182941612395725000,808fa341cbd,25,Pikachu,37.4745727768578,-122.196111022032,1469526251220,1469525793570,94027
100,-9182941850766410000,808fa30a279,25,Pikachu,37.47532343093,-122.218011706067,1469526642276,1469525793713,94061
101,-9182941850766410000,808fa30a279,25,Pikachu,37.47532343093,-122.218011706067,1469526642276,1469525793712,94061
102,-9182941612395725000,808fa341cbd,25,Pikachu,37.4745727768578,-122.196111022032,1469526251220,1469525793763,94027
103,-9182941612395725000,808fa341cbd,25,Pikachu,37.4745727768578,-122.196111022032,1469526251220,1469525793766,94027
104,-9182941850766410000,808fa30a279,25,Pikachu,37.47532343093,-122.218011706067,1469526642276,1469525793920,94061
105,-9182941580183470000,808fa349061,25,Pikachu,37.4787237404841,-122.182454080286,1469526295908,1469525794488,94025
106,-9182941580183470000,808fa349061,25,Pikachu,37.4787237404841,-122.182454080286,1469526295908,1469525794657,94025
107,-9182941580183470000,808fa349061,25,Pikachu,37.4787237404841,-122.182454080286,1469526295908,1469525794651,94025
108,-9182942778479346000,808fa2324e1,25,Pikachu,37.482533340017,-122.25160768486201,1469526682596,1469525795339,94063
109,-9182942778479346000,808fa2324e1,25,Pikachu,37.482533340017,-122.25160768486201,1469526682596,1469525795536,94063
110,-9182942754857026000,808fa237fdd,25,Pikachu,37.491417746847794,-122.242832973649,1469526537876,1469525797277,94063
111,-9182942845051339000,808fa222c39,25,Pikachu,37.495969517447904,-122.255152818065,1469525892324,1469525797914,94070
112,-9182942735529673000,808fa23c3c7,25,Pikachu,37.496031228849795,-122.249303285105,1469526129116,1469525797931,94070
113,-9182942845051339000,808fa222c39,25,Pikachu,37.495969517447904,-122.255152818065,1469525892324,1469525798083,94070
114,-9182942735529673000,808fa23c3c7,25,Pikachu,37.496031228849795,-122.249303285105,1469526129116,1469525798091,94070
115,-9182942845051339000,808fa222c39,25,Pikachu,37.495969517447904,-122.255152818065,1469525892324,1469525798122,94070
116,-9182942735529673000,808fa23c3c7,25,Pikachu,37.496031228849795,-122.249303285105,1469526129116,1469525798247,94070
117,-9182941938813239000,808fa2f5e11,25,Pikachu,37.504045692801206,-122.218809622143,1469526635844,1469525799565,94063
118,-9182953230282260000,808f98b0dbb,25,Pikachu,37.529925429836105,-122.25639358684799,1469526688300,1469525804152,94065
119,-9182946068424294000,808f9f34439,25,Pikachu,37.5349322542216,-122.269154941889,1469526032004,1469525805930,94404
120,-9182946068424294000,808f9f34439,25,Pikachu,37.5349322542216,-122.269154941889,1469526032004,1469525805935,94404
121,-9182946068424294000,808f9f34439,25,Pikachu,37.5349322542216,-122.269154941889,1469526032004,1469525806338,94404
122,-9182946068424294000,808f9f34439,25,Pikachu,37.5349322542216,-122.269154941889,1469526032004,1469525806374,94404
123,-9182946448528900000,808f9edb909,25,Pikachu,37.553527015887106,-122.28147174422399,1469526213956,1469526198827,94404
124,-9182946448528900000,808f9edb909,25,Pikachu,37.553527015887106,-122.28147174422399,1469526213956,1469526198851,94404
125,-9182946448528900000,808f9edb909,25,Pikachu,37.553527015887106,-122.28147174422399,1469526213956,1469526198993,94404
126,-9182946448528900000,808f9edb909,25,Pikachu,37.553527015887106,-122.28147174422399,1469526213956,1469526198997,94404
127,-9182926251445191000,808fb13a59b,25,Pikachu,37.3607595738131,-122.097103293606,-1,1469526876049,94024
128,-9182920210573689000,808fb6b8cc9,25,Pikachu,37.3613566427184,-122.066832826274,-1,1469526876317,9404
129,-9182940143516910000,808fa497f39,25,Pikachu,37.4474104305102,-122.198505241814,1469527559044,1469527012819,94027
130,-9182940242301157000,808fa480b21,25,Pikachu,37.4464935831664,-122.21925290628201,1469527102500,1469527012807,94027
131,-9182940242301157000,808fa480b21,25,Pikachu,37.4464935831664,-122.21925290628201,1469527102500,1469527012768,94027
132,-9182940143516910000,808fa497f39,25,Pikachu,37.4474104305102,-122.198505241814,1469527559044,1469527012808,94027
133,-9182915956408582000,808fba97345,25,Pikachu,37.4073929039554,-122.14644109472401,1469527370740,1469527053424,94304-1050
134,-9182915956408582000,808fba97345,25,Pikachu,37.4073929039554,-122.14644109472401,1469527370740,1469527053446,94304-1050
135,-9182958328408441000,808f940d8fd,25,Pikachu,37.642172822053794,-122.064702035356,1469527348436,1469527272202,94544
136,-9182958328408441000,808f940d8fd,25,Pikachu,37.642172822053794,-122.064702035356,1469527348436,1469527272532,94544
137,-9182958328408441000,808f940d8fd,25,Pikachu,37.642172822053794,-122.064702035356,1469527348436,1469527272531,94544
138,-9182958328408441000,808f940d8fd,25,Pikachu,37.642172822053794,-122.064702035356,1469527348436,1469527272535,94544
139,-9182961319853162000,808f9155619,25,Pikachu,37.6468280702023,-122.083877647966,1469528142532,1469527273413,94544
140,-9182961319853162000,808f9155619,25,Pikachu,37.6468280702023,-122.083877647966,1469528142532,1469527273416,94544
141,-9182961319853162000,808f9155619,25,Pikachu,37.6468280702023,-122.083877647966,1469528142532,1469527273581,94544
142,-9182961319853162000,808f9155619,25,Pikachu,37.6468280702023,-122.083877647966,1469528142532,1469527273621,94544
143,-9182958418602754000,808f93f8c25,25,Pikachu,37.6491304281927,-122.07677596432501,1469527919348,1469527273899,94544
144,-9182958418602754000,808f93f8c25,25,Pikachu,37.6491304281927,-122.07677596432501,1469527919348,1469527273902,94544
145,-9182958418602754000,808f93f8c25,25,Pikachu,37.6491304281927,-122.07677596432501,1469527919348,1469527273903,94544
146,-9182962421512274000,808f90549ef,25,Pikachu,37.673979113886396,-122.130825811674,-1,1469527278433,94580
147,-9182962421512274000,808f90549ef,25,Pikachu,37.673979113886396,-122.130825811674,-1,1469527278432,94580
148,-9182962442987110000,808f904ff45,25,Pikachu,37.677070143167796,-122.14031946343799,1469527608244,1469527278917,94580
149,-9182962449429561000,808f904e1c3,25,Pikachu,37.6775966811218,-122.13588328155399,1469527410604,1469527279259,94580
150,-9182962449429561000,808f904e1c3,25,Pikachu,37.6775966811218,-122.13588328155399,1469527410604,1469527279260,94580
151,-9182962458019496000,808f904c24d,25,Pikachu,37.6810967539296,-122.1341974846,1469527391572,1469527279888,94580
152,-9182962458019496000,808f904c24d,25,Pikachu,37.6810967539296,-122.1341974846,1469527391572,1469527279888,94580
153,-9182962458019496000,808f904c24d,25,Pikachu,37.6810967539296,-122.1341974846,1469527391572,1469527280051,94580
154,-9182962458019496000,808f904c24d,25,Pikachu,37.6810967539296,-122.1341974846,1469527391572,1469527280051,94580
155,-9182962477346849000,808f9047ab1,25,Pikachu,37.6824812385791,-122.14315852407199,1469527670980,1469527280196,94579
156,-9182962477346849000,808f9047ab1,25,Pikachu,37.6824812385791,-122.14315852407199,1469527670980,1469527280197,94579
157,-9182960916126237000,808f91b33c9,25,Pikachu,37.6828822557508,-122.128075158375,1469528065284,1469527280220,94578
158,-9182960916126237000,808f91b33c9,25,Pikachu,37.6828822557508,-122.128075158375,1469528065284,1469527280221,94578
159,-9182961087924929000,808f918b4e1,25,Pikachu,37.7009703203071,-122.088671021486,1469527530244,1469527283672,94546
160,-9182961087924929000,808f918b4e1,25,Pikachu,37.7009703203071,-122.088671021486,1469527530244,1469527283672,94546
161,-9182961087924929000,808f918b4e1,25,Pikachu,37.7009703203071,-122.088671021486,1469527530244,1469527283672,94546
162,-9182960759359930000,808f91d7fbd,25,Pikachu,37.711042627226206,-122.11822547029199,1469528045268,1469527285548,94578
163,-9182960759359930000,808f91d7fbd,25,Pikachu,37.711042627226206,-122.11822547029199,1469528045268,1469527285550,94578
164,-9182979719493059000,808f809945b,25,Pikachu,37.8054691260488,-122.29281257456499,1469527640492,1469527452180,94626
165,-9182979719493059000,808f809945b,25,Pikachu,37.8054691260488,-122.29281257456499,1469527640492,1469527452180,94626
166,-9182979719493059000,808f809945b,25,Pikachu,37.8054691260488,-122.29281257456499,1469527640492,1469527452368,94626
167,-9182979719493059000,808f809945b,25,Pikachu,37.8054691260488,-122.29281257456499,1469527640492,1469527452366,94626
168,-9182974163952861000,808f85a6a89,25,Pikachu,37.7282656528864,-122.203648199837,1469528300580,1469527517203,94614
169,-9182974163952861000,808f85a6a89,25,Pikachu,37.7282656528864,-122.203648199837,1469528300580,1469527517574,94614
170,-9182974163952861000,808f85a6a89,25,Pikachu,37.7282656528864,-122.203648199837,1469528300580,1469527517574,94614
171,-9182963074347303000,808f8fbcf0b,25,Pikachu,37.7289244548059,-122.14830413088801,1469527525612,1469527517808,94577
172,-9182963074347303000,808f8fbcf0b,25,Pikachu,37.7289244548059,-122.14830413088801,1469527525612,1469527518364,94577
173,-9182963074347303000,808f8fbcf0b,25,Pikachu,37.7289244548059,-122.14830413088801,1469527525612,1469527518367,94577
174,-9182973081621103000,808f86a2839,25,Pikachu,37.7574268148274,-122.24301024768101,1469527656836,1469527525216,94501
175,-9182973081621103000,808f86a2839,25,Pikachu,37.7574268148274,-122.24301024768101,1469527656836,1469527525356,94501
176,-9182973081621103000,808f86a2839,25,Pikachu,37.7574268148274,-122.24301024768101,1469527656836,1469527525357,94501
177,-9182926251445191000,808fb13a59b,25,Pikachu,37.3607595738131,-122.097103293606,1469528282924,1469528003499,94024
178,-9182920210573689000,808fb6b8cc9,25,Pikachu,37.3613566427184,-122.066832826274,1469528462500,1469528003521,9404
179,-9182926279362478000,808fb133f03,25,Pikachu,37.361686132253794,-122.088582257237,1469528335276,1469528003642,94024
180,-9182926498405810000,808fb10085f,25,Pikachu,37.360703530032,-122.128518816874,1469528006364,1469528003761,94024
181,-9182926251445191000,808fb13a59b,25,Pikachu,37.3607595738131,-122.097103293606,1469528282924,1469528003809,94024
182,-9182926326607118000,808fb128ae3,25,Pikachu,37.369368800241205,-122.09444054174601,1469528491308,1469528004862,94024
183,-9182926326607118000,808fb128ae3,25,Pikachu,37.369368800241205,-122.09444054174601,1469528491308,1469528004923,94024
184,-9182919970055520000,808fb6f0e05,25,Pikachu,37.3766499056851,-122.045523036918,-1,1469528005887,94807
185,-9182926655172116000,808fb0dc52d,25,Pikachu,37.3777062891086,-122.103582382917,1469528757940,1469528006065,94022
186,-9182926605779993000,808fb0e7ebd,25,Pikachu,37.3784210379576,-122.107664897512,-1,1469528006082,94022
187,-9182926573567738000,808fb0ef041,25,Pikachu,37.3793259079177,-122.114587070103,1469528483588,1469528006188,94022
188,-9182926605779993000,808fb0e7ebd,25,Pikachu,37.3784210379576,-122.107664897512,-1,1469528006199,94022
189,-9182926577862705000,808fb0ee36b,25,Pikachu,37.3793560937984,-122.1167168802,1469528539116,1469528006321,94022
190,-9182926687384371000,808fb0d48df,25,Pikachu,37.380199510924896,-122.085919295936,1469528114492,1469528006364,94040
191,-9182926601485025000,808fb0e8df1,25,Pikachu,37.3806525745309,-122.110948547447,1469528402532,1469528006453,94022
192,-9182926687384371000,808fb0d48df,25,Pikachu,37.380199510924896,-122.085919295936,1469528114492,1469528006561,94040
193,-9182919920663396000,808fb6fc5d1,25,Pikachu,37.3848404701088,-122.046233430512,1469528889028,1469528007165,94086
194,-9182919920663396000,808fb6fc5d1,25,Pikachu,37.3848404701088,-122.046233430512,1469528889028,1469528007284,94086
195,-9182926970852213000,808fb092e79,25,Pikachu,37.3878060864889,-122.115563238274,1469528595268,1469528007575,94022
196,-9182919684440195000,808fb733165,25,Pikachu,37.3902546189414,-122.08219104021002,1469528802932,1469528007891,94041
197,-9182919684440195000,808fb733165,25,Pikachu,37.3902546189414,-122.08219104021002,1469528802932,1469528008017,94041
198,-9182926957967311000,808fb095dcd,25,Pikachu,37.393063304404,-122.108108639815,-1,1469528008231,94022
199,-9182919677997744000,808fb7348ed,25,Pikachu,37.3929236002153,-122.081303341379,1469528475284,1469528008270,94041
200,-9182926957967311000,808fb095dcd,25,Pikachu,37.393063304404,-122.108108639815,-1,1469528008347,94022
201,-9182919677997744000,808fb7348ed,25,Pikachu,37.3929236002153,-122.081303341379,1469528475284,1469528008390,94041
202,-9182926947229893000,808fb098219,25,Pikachu,37.3987150070928,-122.10801989149999,1469528448900,1469528009123,94022
203,-9182919662965359000,808fb7383f9,25,Pikachu,37.3987380339599,-122.07100550404499,1469528895332,1469528009155,94043-3421
204,-9182919671555293000,808fb736013,25,Pikachu,37.3977212800125,-122.077841246514,1469528092460,1469528009155,94043
205,-9182926947229893000,808fb098219,25,Pikachu,37.3987150070928,-122.10801989149999,1469528448900,1469528009236,94022
206,-9182926902132736000,808fb0a2833,25,Pikachu,37.4008272814688,-122.10624490990801,1469528460396,1469528009361,94040-1432
207,-9182926902132736000,808fb0a2dc5,25,Pikachu,37.4006471839225,-122.104114893556,1469528799252,1469528009365,94040
208,-9182926902132736000,808fb0a2dc5,25,Pikachu,37.4006471839225,-122.104114893556,1469528799252,1469528009491,94040
209,-9182926861330547000,808fb0ac27f,25,Pikachu,37.407131235314395,-122.089381132868,-1,1469528010534,94043
210,-9182919549148725000,808fb752dd5,25,Pikachu,37.4080528033059,-122.082368579104,1469528166964,1469528010544,94043
211,-9182915986473353000,808fba90515,25,Pikachu,37.4091167626733,-122.142981084972,1469528211252,1469528010598,94304-1050
212,-9182919613573235000,808fb743a8f,25,Pikachu,37.4090503404169,-122.06443568355199,1469528597468,1469528010693,94035-0016
213,-9182919613573235000,808fb743a8f,25,Pikachu,37.4090503404169,-122.06443568355199,1469528597468,1469528010809,94035-0016
214,-9182916179746882000,808fba634c7,25,Pikachu,37.41283640946379,-122.124525824753,1469528195676,1469528011230,94023
215,-9182919463249379000,808fb766a1f,25,Pikachu,37.4179324965939,-122.05564570770399,1469528691036,1469528012312,94035-0016
216,-9182916622128513000,808fb9fc3d9,25,Pikachu,37.420961101778204,-122.077131059551,1469528090564,1469528012528,94043
217,-9182916622128513000,808fb9fc237,25,Pikachu,37.420628730577896,-122.077486153614,1469528827836,1469528012528,94043
218,-9182916617833546000,808fb9fd26d,25,Pikachu,37.4207389775388,-122.07340250172399,1469528321332,1469528012529,94035-0016
219,-9182916729502695000,808fb9e3427,25,Pikachu,37.4232636237383,-122.07100550404499,1469528824444,1469528012914,94043
220,-9182916160419529000,808fba67e21,25,Pikachu,37.4233992244651,-122.117870509812,1469528013572,1469528012976,94303
221,-9182916729502695000,808fb9e3427,25,Pikachu,37.4232636237383,-122.07100550404499,1469528824444,1469528013040,94043
222,-9182915668645773000,808fbada047,25,Pikachu,37.424702272762794,-122.162763744419,1469528812028,1469528076387,94305
223,-9182915303573553000,808fbb2f429,25,Pikachu,37.4353887259958,-122.164094286109,1469528211364,1469528077879,94305-6015
224,-9182940169286713000,808fa491f23,25,Pikachu,37.440691150454604,-122.207549589587,-1,1469528078712,
225,-9182939976013185000,808fa4be937,25,Pikachu,37.443403943974,-122.19345071514499,1469528354716,1469528078956,94025
226,-9182940175729164000,808fa490735,25,Pikachu,37.4447686141274,-122.207194923662,1469528596724,1469528079051,94027
227,-9182939976013185000,808fa4be937,25,Pikachu,37.443403943974,-122.19345071514499,1469528354716,1469528079070,94025
228,-9182940006077956000,808fa4b7b37,25,Pikachu,37.444330336288296,-122.18325226105101,1469528395676,1469528079085,94025
229,-9182940175729164000,808fa490735,25,Pikachu,37.4447686141274,-122.207194923662,1469528596724,1469528079172,94027
230,-9182939986750603000,808fa4bc73f,25,Pikachu,37.4463818643358,-122.19203185783,1469528939356,1469528079332,94025
231,-9182915258476397000,808fbb39f1d,25,Pikachu,37.4449181214335,-122.162320226865,1469528966900,1469528079382,94301
232,-9182939986750603000,808fa4bc73f,25,Pikachu,37.4463818643358,-122.19203185783,1469528939356,1469528079450,94025
233,-9182915198346854000,808fbb47ecf,25,Pikachu,37.450045286332205,-122.161965411507,1469528906332,1469528080011,94301
234,-9182915198346854000,808fbb47ecf,25,Pikachu,37.450045286332205,-122.161965411507,1469528906332,1469528080133,94301
235,-9182940031847760000,808fa4b1cc9,25,Pikachu,37.4516021313,-122.18298620145501,1469528623524,1469528080220,94025
236,-9182941352550203000,808fa37e741,25,Pikachu,37.4538868777624,-122.214642661501,1469528476900,1469528080435,94027
237,-9182940049027629000,808fa4adf75,25,Pikachu,37.453776396330206,-122.17952736672899,1469528356980,1469528080595,94025
238,-9182941328927883000,808fa383c25,25,Pikachu,37.4551192357038,-122.22412891060499,1469528714612,1469528080796,94061
239,-9182915157544665000,808fbb51749,25,Pikachu,37.459782795821795,-122.16764231683099,-1,1469528081356,94025
